Timestamp,Real-time Power Usage (kW),Peak Demand (kW),Load Factor (%),Voltage Fluctuations (V),Current Load (A),Power Factor,Reactive Power (kVAR),Energy Consumption per Hour (kWh),Seasonal Load Variability,Real-time Power Generation (kW),Renewable Energy Contribution (%),Battery Storage Level (%),Grid Frequency (Hz),Solar Radiation (W/m²),Wind Speed (m/s),Fuel Consumption Rate (L/h or kg/h),Carbon Emissions (gCO₂/kWh),Generation Forecast Accuracy (%),Power_Stability_Status
2025-01-01 00:00:00,218.5430534813131,192.56646441930982,55.70234102415436,236.90811976835593,61.47962904552335,0.8787271040554885,64.8256954077822,134.91950925599872,Medium,78.62404827942532,57.7735770160842,46.177815578049,49.52848381054927,218.42312866305957,15.159506971245996,9.95221529101762,474.2687452326903,93.60425808837765,0
2025-01-01 01:00:00,477.8214378844623,370.9504736891791,54.81872794431999,241.8672558876549,82.48890963699877,0.8946871318750043,17.238636210516624,268.0952754080164,Medium,149.48549316204887,51.5084376171785,25.640715818868998,50.384147212985724,602.9476306906042,19.95672792583123,43.783131195475676,256.7575683743654,92.42858757239009,0
2025-01-01 02:00:00,379.3972738151323,536.4729179382041,94.3752748312622,220.01871595169996,78.41448368111432,0.9709094786404361,87.23945633548149,848.1212245809483,Medium,280.5978959347479,68.57072292860758,72.77095184072377,50.24814526910314,558.5734217082661,18.000591410694355,10.459306504042127,261.14629566004163,94.04629036771499,0
2025-01-01 03:00:00,319.3963178886665,466.1124432047806,54.972771990970365,234.99496398427996,23.85099142243963,0.8680008772119785,61.311623906924154,790.0915207045022,High,295.6561516700634,64.95324310653898,7.355047897627919,50.49224857915558,380.0073642407519,18.52124129035285,31.327316087384855,360.3093559126441,95.70431750250447,0
2025-01-01 04:00:00,120.20838819909643,503.28057393072487,56.316983567717855,232.86983932574995,23.43245227673265,0.9739299369624342,15.720388355695425,415.5784223114322,Low,65.41750525707695,42.424570320658006,22.274832437918857,49.89679288146565,863.3035148451244,15.964076514878837,4.06402616603469,310.7944873305712,90.2542696318599,0
2025-01-01 05:00:00,120.1975341512912,429.3916833553587,85.56389574507782,243.31321507153083,34.1356930970422,0.8176268861953383,96.23380574812069,439.12956499679126,Low,126.66526285168901,42.49952404198633,74.85647184536268,49.91605090513677,659.8133202880598,12.310057067649982,44.018481312955906,249.77995101537394,96.26131898511338,0
2025-01-01 06:00:00,76.13762547568976,446.1382822589262,66.9843905470324,246.24348241925043,42.49672537069335,0.9553596874417262,51.83654633353206,580.1989901982215,Medium,274.86755300059485,14.077834001223199,43.71242737400124,49.67231183729745,721.2051249619436,2.5709191520902097,2.5750149732733485,495.9097662720358,89.94514474543217,0
2025-01-01 07:00:00,439.7792655987208,524.5978257826596,86.60263341731087,210.48627085909547,46.76100232676343,0.9695095266109472,7.289845187165501,100.21690421662109,Low,317.27327942453235,51.323857209645915,70.52836240393124,49.61584715259734,150.65973820766854,12.446265949117555,27.747144462556832,220.87420399976673,99.13268645727874,0
2025-01-01 08:00:00,320.50175528444396,224.83400442959297,43.92196945386311,236.96079676235172,71.17274951500107,0.8363635305674678,62.68329044150672,317.1199024342251,High,116.78076341879692,58.717912813569676,56.74858777835963,50.07871801059024,883.1656779756177,1.1191172082925327,38.98557625901925,211.0115167940114,95.05343497229589,0
2025-01-01 09:00:00,368.63266000822045,344.71248182157024,69.25427162040306,212.07343196478917,15.101238894925187,0.8860693064744402,25.31989070128102,287.408627747393,Low,229.4786353761368,47.648939735382626,95.07127499973625,49.86428500129483,167.04016362001838,17.705982225423845,5.84173682053406,445.77105140884134,83.42283299492128,0
2025-01-01 10:00:00,59.263022433111104,210.60472090980113,42.016816010996955,231.95434660309422,13.120543380345975,0.8330999549327311,80.36934518773025,325.4346520747871,Medium,456.9806464326286,32.5707335086999,59.7795832722833,49.58031644794524,222.78496420996018,9.636426708283949,20.224013375009424,101.3491774202222,96.59168942726862,0
2025-01-01 11:00:00,486.45943347289744,593.8340039983235,43.75919220732127,221.50530916174714,45.27195066495181,0.9413208257988436,81.78220735661907,825.3152582800972,High,499.5046791707774,72.16485442517359,1.4868974345519703,50.38698706952332,128.05513849688043,13.949456639516004,2.0975075745025054,180.50126436196305,91.03175321613269,0
2025-01-01 12:00:00,424.59918836018977,572.0296698433067,94.38624720066466,222.27106398088566,72.74473229241823,0.9070695536123313,97.89473558546618,351.70647089179886,High,494.2465046740136,7.466164464522407,35.2877350504334,49.69835646824933,440.35920796881555,1.04487327391928,34.13762886699796,336.17867530479043,99.6892191594773,0
2025-01-01 13:00:00,145.55259980522428,119.71340568425295,48.354722267055706,224.11834013809425,27.40918086608343,0.9270646693416642,50.186953102450374,272.36918984513335,Medium,446.75352962909255,91.44403697540473,14.306068220470769,50.248584347003536,887.7092317523097,10.684968458456508,15.372479748067597,164.98021113786592,94.37638087347055,0
2025-01-01 14:00:00,131.82123524319528,452.7875862578442,71.94524093651303,234.8516979619844,67.73540331306265,0.8392973933912422,45.495687972773716,553.8371147137284,Low,227.5970395774756,2.0643439545793285,92.46336775977032,49.78222859611811,252.44751960985957,6.025267957067251,27.9697622319235,494.3215690894353,81.68781493140382,0
2025-01-01 15:00:00,132.53202943404523,562.624158707833,64.66573615604239,223.36199862675076,33.38453241462695,0.8423491724104839,75.34756054464806,879.0805327354587,Medium,358.9584314336529,96.23501334382779,10.401245428508032,50.3129048307528,373.75342042295324,5.699365314744913,46.636613521018084,285.6782489686524,87.89920855220697,0
2025-01-01 16:00:00,186.90900933179196,190.28767256366677,60.84059957553056,239.30796202361122,89.74774979321647,0.8082994651019814,13.247065634192657,317.2147334537499,Low,237.4665025028894,46.23556009346624,38.77066631310875,49.61839684142765,846.066420075422,7.79311829406365,15.292905399742118,338.9456299842203,90.34550805346532,0
2025-01-01 17:00:00,286.140394234507,383.97261527631474,93.99000074123634,226.1810954229548,90.61209498399549,0.864413507039146,54.69155137931242,170.68261851351883,Low,341.8371620708913,41.266994400354115,22.609919362669217,50.25607161022176,617.8152797588891,0.012789217210698034,2.431373581763885,164.14938604207725,96.78027206319604,0
